"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"HEAT STRESS-ASSOCIATED 32-KD PROTEIN","HSA32","Resistance or Tolerance","Others","6","29343239","29340800","Os06g0682900","-","Knockdown","long-term acquired thermotolerance","10.1104/pp.113.229609"
"cleistogamy gene ","cl7(t)","Morphological trait","Panicle flower","7","26041969","26049689","Os07g0616000","-","Mutant","&quot;close the lemma and palea, panicles length short, erect panicle, reduce secondary branches&quot;","10.1093/jxb/eru074"
"cleistogamy gene ","cl7(t)","Physiological trait","Panicle flower","7","26041969","26049689","Os07g0616000","-","Mutant","weaker lodicule swelling ability (development of lodicules)","10.1093/jxb/eru074"
"cleistogamy gene ","cl7(t)","Morphological trait","Dwarf","7","26041969","26049689","Os07g0616000","-","Mutant","dwarfisms","10.1093/jxb/eru074"
"cleistogamy gene ","cl7(t)","Morphological trait","Culm leaf","7","26041969","26049689","Os07g0616000","-","Mutant","&quot;shorter leaves, smaller angle between leaves and stem (leaf posture erect), wide diameter of the uppermost nodes, increase mechanical strength of the mature uppermost internodes&quot;","10.1093/jxb/eru074"
"cleistogamy gene ","cl7(t)","Morphological trait","Seed","7","26041969","26049689","Os07g0616000","-","Mutant","wide and short grains","10.1093/jxb/eru074"
"cleistogamy gene ","cl7(t)","Physiological trait","Seed","7","26041969","26049689","Os07g0616000","-","Mutant","seed setting rate","10.1093/jxb/eru074"
"Plant glutathione peroxidases 1","OsGPX1","Morphological trait","Seed","4","28237206","28239207","Os04g0556300","-","Knockdown","number of seed per spikelets","10.1007/s10535-014-0394-9"
"Plant glutathione peroxidases 1","OsGPX1","Morphological trait","Dwarf","4","28237206","28239207","Os04g0556300","-","Knockdown","&quot;shorter shoot, lower biomass&quot;","10.1007/s10535-014-0394-9"
"Plant glutathione peroxidases 4","OsGPX4","Physiological trait","Sterility","6","4320831","4324072","Os06g0185900","-","Knockdown","regeneration fail","10.1007/s10535-014-0394-9"
"small-grain dwarf rice mutant","D1352","Morphological trait","Dwarf","3","7080454","7079497","Os03g0232600","-","Mutant","&quot;plant height, sharply shortened internodes, cell elongation by brassinosteroid insensitivity&quot;","10.1007/s11032-014-0021-7"
"small-grain dwarf rice mutant","D1352","Morphological trait","Culm leaf","3","7080454","7079497","Os03g0232600","-","Mutant","wider and shorter leaves","10.1007/s11032-014-0021-7"
"small-grain dwarf rice mutant","D1352","Morphological trait","Seed","3","7080454","7079497","Os03g0232600","-","Mutant","&quot;grain shape (short, round)&quot;","10.1007/s11032-014-0021-7"
"small-grain dwarf rice mutant","D1352","Morphological trait","Panicle flower","3","7080454","7079497","Os03g0232600","-","Mutant","erect panicle architecture","10.1007/s11032-014-0021-7"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Morphological trait","Dwarf","8","27993412","27997515","Os08g0557700","-","Knockdown","&quot;dwarfism with reduced internode lengths, &quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Morphological trait","Culm leaf","8","27993412","27997515","Os08g0557700","-","Knockdown","&quot;leaf senescence by cytokinin-mediated inhibition of chlorophyll content, tiller numbers&quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Morphological trait","Root","8","27993412","27997515","Os08g0557700","-","Knockdown","&quot;root development through cytokinin signal transduction, enhanced lateral root growth, gravitropism (geotropism)&quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Morphological trait","Seed","8","27993412","27997515","Os08g0557700","-","Knockdown","seed setting rate","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Resistance or Tolerance","Drought tolerance","8","27993412","27997515","Os08g0557700","-","Knockdown","osmotic tolerance with enhanced lateral roots and crown roots under mannitol treatment","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 1","OsAHP1","Resistance or Tolerance","Salinity tolerance","8","27993412","27997515","Os08g0557700","-","Knockdown","hypersensitive to salt stress with inhibition shoot growth","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Morphological trait","Dwarf","9","23485838","23488686","Os09g0567400","-","Knockdown","&quot;dwarfism with reduced internode lengths, &quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Morphological trait","Culm leaf","9","23485838","23488686","Os09g0567400","-","Knockdown","&quot;leaf senescence by cytokinin-mediated inhibition of chlorophyll content, tiller numbers&quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Morphological trait","Root","9","23485838","23488686","Os09g0567400","-","Knockdown","&quot;root development through cytokinin signal transduction, enhanced lateral root growth, gravitropism (geotropism)&quot;","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Morphological trait","Seed","9","23485838","23488686","Os09g0567400","-","Knockdown","seed setting rate","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Resistance or Tolerance","Drought tolerance","9","23485838","23488686","Os09g0567400","-","Knockdown","osmotic tolerance with enhanced lateral roots and crown roots under mannitol treatment","10.1104/pp.113.232629"
"rice authentic His-containing phosphotransfer 2","OsAHP2","Resistance or Tolerance","Salinity tolerance","9","23485838","23488686","Os09g0567400","-","Knockdown","hypersensitive to salt stress with inhibition shoot growth","10.1104/pp.113.232629"
"Wax Synthesis Regulatory 2 gene","OsWR2","Resistance or Tolerance","Drought tolerance","6","24776364","24775260","Os06g0604000","-","Overexpression","drought tolerance through cuticular permeability","10.1007/s11105-013-0687-8"
"Wax Synthesis Regulatory 2 gene","OsWR2","Morphological trait","Dwarf","6","24776364","24775260","Os06g0604000","-","Overexpression","dwarfism with enhanced tillers","10.1007/s11105-013-0687-8"
"Wax Synthesis Regulatory 2 gene","OsWR2","Morphological trait","Panicle flower","6","24776364","24775260","Os06g0604000","-","Overexpression","pale-yellow and thin anthers","10.1007/s11105-013-0687-8"
"Wax Synthesis Regulatory 2 gene","OsWR2","Physiological trait","Seed","6","24776364","24775260","Os06g0604000","-","Overexpression","seed yield reduced","10.1007/s11105-013-0687-8"
"Wax Synthesis Regulatory 2 gene","OsWR2","Morphological trait","Culm leaf","6","24776364","24775260","Os06g0604000","-","Overexpression","&quot;number of trichomes, small round shape trichomes, thicker and darker opaque cuticular layer, diminished the outermost translucent cuticle proper resulting in more osmiophilic&quot;","10.1007/s11105-013-0687-8"
"photoperiod sensitivity-14","Se14","Physiological trait","Flowering","3","2811957","2813757","Os03g0151300","-","Mutant","delay flowering through the repression of RFT1 by red-light signal mediated H3K4me3 demethylation under long day-length conditions","10.1371/journal.pone.0096064"
"METHYLTRANSGERASE 1b","MET1b","Morphological trait","Seed","7","4421779","4424076","Os07g0182900","-","Knockdown","lethal or early embryonic lethality that deficient in maintenance DNA methylation for development of embryos","10.1007/s11103-014-0178-9"
"METHYLTRANSGERASE 1a","MET1a","Physiological trait","Seed","3","34129617","34131861","Os03g0798300","-","Knockdown","genetic backup mechanism on MET1b ","10.1007/s11103-014-0178-9"
"Submergence 1A","SUB1A","Resistance or Tolerance","Submergency tolerance","9","7020000","7120000","AAZ06207","-","Others","submergence tolerance through regulation of ","10.1111/nph.12202"
"Submergence 1A","SUB1A","Morphological trait","Shoot seedling","9","7020000","7120000","AAZ06207","-","Others","shoot elongation during submergence","10.1111/nph.12202"
"DENSE AND ERECT PANICLES 1","DEP1","Morphological trait","Dwarf","9","17065163","17069422","Os09g0441900","-","Knockdown","&quot;nitrogen-insensitive plant growth coupled with increased nitrogen uptake and assimilation,  internodes length, &quot;","10.1038/ng.2958"
"DENSE AND ERECT PANICLES 1","DEP1","Physiological trait","Panicle flower","9","17065163","17069422","Os09g0441900","-","Knockdown","grain yield ","10.1038/ng.2958"
"DENSE AND ERECT PANICLES 1","DEP1","Morphological trait","Culm leaf","9","17065163","17069422","Os09g0441900","-","Knockdown","&quot;wider, shorter leaves, tiller number,&quot;","10.1038/ng.2958"
"small organ size 1","smos1","Morphological trait","Others","5","18820402","18824497","Os05g0389000","-","Mutant","&quot;organ size control, small organs and overall plant architecture by increasing cell number and reduced cell size&quot;","10.1093/pcp/pcu023"
"small organ size 1","smos1","Physiological trait","Others","5","18820402","18824497","Os05g0389000","-","Mutant","&quot;functions in auxin signaling, involvement in microtubule organization by directly regulating the expression of OsPHI-1&quot;","10.1093/pcp/pcu023"
"phosphate-induced protein 1","OsPHI-1","Morphological trait","Dwarf","2","32738324","32739505","Os02g0757100","-","Knockdown","dwarfism","10.1093/pcp/pcu023"
"phosphate-induced protein 1","OsPHI-1","Morphological trait","Culm leaf","2","32738324","32739505","Os02g0757100","-","Knockdown","cell size and number in culm (increased number of smaller parenchyma cells)","10.1093/pcp/pcu023"
"Ca2+-dependent protein kinase 4","OsCPK4","Resistance or Tolerance","Drought tolerance","2","1387966","1394276","Os02g0126400","-","Knockdown","protection of cellular membrane from drought stress","10.1104/pp.113.230268"
"Ca2+-dependent protein kinase 4","OsCPK4","Resistance or Tolerance","Salinity tolerance","2","1387966","1394276","Os02g0126400","-","Knockdown","protection of cellular membrane from salt stress","10.1104/pp.113.230268"
"Ca2+-dependent protein kinase 4","OsCPK4","Morphological trait","Dwarf","2","1387966","1394276","Os02g0126400","-","Knockdown","dwarfism","10.1104/pp.113.230268"
"Ca2+-dependent protein kinase 4","OsCPK4","Physiological trait","Root","2","1387966","1394276","Os02g0126400","-","Overexpression","regulation of Na+ accumulation","10.1104/pp.113.230268"
"rice sucrose transporter 1","OsSUT1","Resistance or Tolerance","Insect resistance","3","3781505","3776034","Os03g0170900","-","Others","&quot;up-regulation by aphid feeding, transfer sucrose from the xylem to xylem parenchyma and then towards the phloem cells&quot;","10.1111/plb.12117"
"rice phytoalexin deficient 4","OsPAD4","Resistance or Tolerance","Blast resistance","11","4768789","4772508","Os11g0195500","-","Knockdown","&quot;wound-induced and JA-dependent bacterial resistance,  induction of terpenoid-type phytoalexin momilactone A(MOA) accumulation&quot;","10.1111/tpj.12500"
"mannosyl-oligosaccharide glucosidase","OsMOGS","Morphological trait","Root","1","41976946","41984958","Os01g0921200","-","Mutant","&quot;auxin-mediated root development, shortened root (decreased primary root and lateral root elongation and cell division), root hair initiation and elongation, &quot;","10.1111/tpj.12497"
"mannosyl-oligosaccharide glucosidase","OsMOGS","Physiological trait","Root","1","41976946","41984958","Os01g0921200","-","Mutant","&quot;N-glycan formation dependent cellulose synthetic activity and cell wall establishment, cell wall thickness&quot;","10.1111/tpj.12497"
"JASMONATE RESISTANT 1","OsJAR1","Morphological trait","Shoot seedling","5","29281810","29287295","Os05g0586200","-","Mutant","coleoptile length","10.1111/pce.12201"
"JASMONATE RESISTANT 1","OsJAR1","Physiological trait","Shoot seedling","5","29281810","29287295","Os05g0586200","-","Mutant","biosynthesis of JA-Ile during photomorphogenesis","10.1111/pce.12201"
"MADS-box transcription factor 34","OsMADS34","Morphological trait","Panicle flower","3","31817316","31811507","Os03g0756100","-","Knockdown","&quot;meristem determinacy and ovule development, rudimentary glumes, length of panicles, branching patterns and elongation of unknown identity(OUIs)&quot;","10.1111/nph.12657"
"MADS-box transcription factor 34","OsMADS34","Physiological trait","Flowering","3","31817316","31811507","Os03g0756100","-","Knockdown","heading date","10.1111/nph.12657"
"multi-drug resistance-associated protein ABC transporter gene 5","OsMRP5","Morphological trait","Seed","3","2349865","2352773","Os03g0142800","-","Knockdown","&quot;seed weight, seed germination&quot;","10.1007/s11248-014-9792-1"
"multi-drug resistance-associated protein ABC transporter gene 5","OsMRP5","Physiological trait","Seed","3","2349865","2352773","Os03g0142800","-","Knockdown","Phytic acid (PA) biosynthesis","10.1007/s11248-014-9792-1"
"multi-drug resistance-associated protein ABC transporter gene 5","OsMRP5","Physiological trait","Shoot seedling","3","2349865","2352773","Os03g0142800","-","Knockdown","seedling emergence","10.1007/s11248-014-9792-1"
"thermo-sensitive genic male sterility 9-1","TMS 9-1(OsMS1)","Physiological trait","Sterility","9","17442030","17442369","Os09g0449000","-","Natural variation","pollen fertility","10.1007/s00122-014-2289-8"
"5-enolpyruvoylshikimate-3-phosphate (EPSP) synthase","epsps","Physiological trait","Panicle flower","6","1816630","1818748","Os06g0133900","-","Others","production of panicle","10.1111/nph.12428"
"5-enolpyruvoylshikimate-3-phosphate (EPSP) synthase","epsps","Physiological trait","Culm leaf","6","1816630","1818748","Os06g0133900","-","Others","production of tiller","10.1111/nph.12428"
"5-enolpyruvoylshikimate-3-phosphate (EPSP) synthase","epsps","Physiological trait","Seed","6","1816630","1818748","Os06g0133900","-","Others","production of seed","10.1111/nph.12428"
"DWARF TILLER1","DWT1","Morphological trait","Culm leaf","1","29047653","29046116","Os01g0667400","-","Mutant","&quot;internode elongation, cell division and elongation, tiller growth&quot;","10.1371/journal.pgen.1004154"
"DWARF TILLER1","DWT1","Morphological trait","Panicle flower","1","29047653","29046116","Os01g0667400","-","Mutant","&quot;panicle size, the number of spikelets&quot;","10.1371/journal.pgen.1004154"
"DENSE PANICLE 2","DP2","Morphological trait","Panicle flower","2","20426830","20425487","Os02g0531600","-","Mutant","&quot;number of spikelets, number of primary and secondary branches, panicle length&quot;","10.1007/s13258-013-0169-2"
"rice receptor for activated C kinase 1A","OsRACK1A","Physiological trait","Seed","1","30086646","30089163","Os01g0686800","-","Knockdown Overexpression","seed germination by controlling endogenous levels of ABA and H2O2 ","10.1371/journal.pone.0097120"
"rice carbon catabolite repressor 4(CCR4)-associated factor 1B","OsCAF1B","Resistance or Tolerance","Drought tolerance","4","35380465","35381309","Os04g0684900","-","Others","drought tolerance ","10.1007/s11103-014-0196-7"
"rice carbon catabolite repressor 4(CCR4)-associated factor 1B","OsCAF1B","Resistance or Tolerance","Cold tolerance","4","35380465","35381309","Os04g0684900","-","Others","cold tolerance","10.1007/s11103-014-0196-7"
